,game,model,experiment,episode,metric,value
1739,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_8,Average Word Count A,16.0
1740,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_8,Average Word Count B,42.0
1741,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_8,Average Sentence Count A,9.0
1742,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_8,Average Sentence Count B,12.07
1743,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_5,n Turns,3.0
1744,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_5,Request Count,7.0
1745,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_5,Parsed Request Count,7.0
1746,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_5,Violated Request Count,0.0
1747,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_5,Request Success Ratio,1.0
1748,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_5,Success,1.0
1749,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_5,Lose,0.0
1750,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_5,Aborted,0.0
1751,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_5,Text Fail,0.0
1752,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_5,JSON Fail,0.0
1753,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_5,Task Success Rate,1.0
1754,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_5,Main Score,94.0
1755,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_5,Summarisation Penatly,6.0
1756,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_5,Conversational turns A,3.0
1757,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_5,Conversational turns B,2.0
1758,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_5,Average Char Count A,89.67
1759,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_5,Average Char Count B,209.0
1760,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_5,Average Word Count A,17.33
1761,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_5,Average Word Count B,34.5
1762,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_5,Average Sentence Count A,9.33
1763,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_5,Average Sentence Count B,11.29
1764,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_1,n Turns,3.0
1765,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_1,Request Count,7.0
1766,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_1,Parsed Request Count,7.0
1767,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_1,Violated Request Count,0.0
1768,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_1,Request Success Ratio,1.0
1769,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_1,Success,0.0
1770,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_1,Lose,1.0
1771,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_1,Aborted,0.0
1772,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_1,Text Fail,0.0
1773,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_1,JSON Fail,0.0
1774,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_1,Task Success Rate,0.8333333333333333
1775,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_1,Main Score,82.33333333333333
1776,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_1,Summarisation Penatly,1.0
1777,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_1,Conversational turns A,3.0
1778,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_1,Conversational turns B,2.0
1779,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_1,Average Char Count A,104.0
1780,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_1,Average Char Count B,219.5
1781,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_1,Average Word Count A,18.33
1782,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_1,Average Word Count B,38.0
1783,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_1,Average Sentence Count A,9.61
1784,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_1,Average Sentence Count B,9.67
1785,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_7,n Turns,3.0
1786,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_7,Request Count,7.0
1787,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_7,Parsed Request Count,7.0
1788,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_7,Violated Request Count,0.0
1789,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_7,Request Success Ratio,1.0
1790,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_7,Success,1.0
1791,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_7,Lose,0.0
1792,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_7,Aborted,0.0
1793,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_7,Text Fail,0.0
1794,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_7,JSON Fail,0.0
1795,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_7,Task Success Rate,1.0
1796,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_7,Main Score,100.0
1797,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_7,Summarisation Penatly,0.0
1798,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_7,Conversational turns A,3.0
1799,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_7,Conversational turns B,2.0
1800,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_7,Average Char Count A,113.0
1801,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_7,Average Char Count B,215.0
1802,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_7,Average Word Count A,19.33
1803,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_7,Average Word Count B,35.0
1804,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_7,Average Sentence Count A,10.06
1805,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_7,Average Sentence Count B,11.1
1806,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_2,n Turns,3.0
1807,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_2,Request Count,7.0
1808,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_2,Parsed Request Count,7.0
1809,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_2,Violated Request Count,0.0
1810,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_2,Request Success Ratio,1.0
1811,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_2,Success,1.0
1812,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_2,Lose,0.0
1813,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_2,Aborted,0.0
1814,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_2,Text Fail,0.0
1815,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_2,JSON Fail,0.0
1816,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_2,Task Success Rate,1.0
1817,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_2,Main Score,100.0
1818,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_2,Summarisation Penatly,0.0
1819,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_2,Conversational turns A,3.0
1820,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_2,Conversational turns B,2.0
1821,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_2,Average Char Count A,150.0
1822,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_2,Average Char Count B,271.5
1823,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_2,Average Word Count A,26.33
1824,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_2,Average Word Count B,45.5
1825,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_2,Average Sentence Count A,11.86
1826,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_2,Average Sentence Count B,11.1
1827,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_4,n Turns,3.0
1828,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_4,Request Count,7.0
1829,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_4,Parsed Request Count,7.0
1830,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_4,Violated Request Count,0.0
1831,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_4,Request Success Ratio,1.0
1832,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_4,Success,0.0
1833,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_4,Lose,1.0
1834,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_4,Aborted,0.0
1835,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_4,Text Fail,0.0
1836,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_4,JSON Fail,0.0
1837,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_4,Task Success Rate,0.75
1838,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_4,Main Score,75.0
1839,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_4,Summarisation Penatly,0.0
1840,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_4,Conversational turns A,3.0
1841,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_4,Conversational turns B,2.0
1842,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_4,Average Char Count A,101.0
1843,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_4,Average Char Count B,316.5
1844,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_4,Average Word Count A,18.33
1845,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_4,Average Word Count B,55.5
1846,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_4,Average Sentence Count A,10.0
1847,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_4,Average Sentence Count B,13.24
1848,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_9,n Turns,3.0
1849,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_9,Request Count,7.0
1850,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_9,Parsed Request Count,7.0
1851,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_9,Violated Request Count,0.0
1852,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_9,Request Success Ratio,1.0
1853,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_9,Success,1.0
1854,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_9,Lose,0.0
1855,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_9,Aborted,0.0
1856,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_9,Text Fail,0.0
1857,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_9,JSON Fail,0.0
1858,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_9,Task Success Rate,1.0
1859,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_9,Main Score,99.0
1860,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_9,Summarisation Penatly,1.0
1861,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_9,Conversational turns A,3.0
1862,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_9,Conversational turns B,2.0
1863,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_9,Average Char Count A,74.33
1864,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_9,Average Char Count B,253.5
1865,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_9,Average Word Count A,13.33
1866,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_9,Average Word Count B,45.5
1867,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_9,Average Sentence Count A,8.11
1868,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_9,Average Sentence Count B,11.33
1869,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_0,n Turns,2.0
1870,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_0,Request Count,4.0
1871,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_0,Parsed Request Count,4.0
1872,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_0,Violated Request Count,0.0
1873,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_0,Request Success Ratio,1.0
1874,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_0,Success,1.0
1875,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_0,Lose,0.0
1876,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_0,Aborted,0.0
1877,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_0,Text Fail,0.0
1878,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_0,JSON Fail,0.0
1879,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_0,Task Success Rate,1.0
1880,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_0,Main Score,100.0
1881,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_0,Summarisation Penatly,0.0
1882,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_0,Conversational turns A,2.0
1883,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_0,Conversational turns B,1.0
1884,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_0,Average Char Count A,129.0
1885,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_0,Average Char Count B,222.0
1886,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_0,Average Word Count A,22.0
1887,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_0,Average Word Count B,38.0
1888,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_0,Average Sentence Count A,11.25
1889,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,2_reprompt_5db,episode_0,Average Sentence Count B,10.75
1890,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_3,n Turns,2.0
1891,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_3,Request Count,4.0
1892,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_3,Parsed Request Count,4.0
1893,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_3,Violated Request Count,0.0
1894,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_3,Request Success Ratio,1.0
1895,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_3,Success,1.0
1896,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_3,Lose,0.0
1897,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_3,Aborted,0.0
1898,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_3,Text Fail,0.0
1899,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_3,JSON Fail,0.0
1900,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_3,Task Success Rate,1.0
1901,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_3,Main Score,100.0
1902,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_3,Summarisation Penatly,0.0
1903,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_3,Conversational turns A,2.0
1904,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_3,Conversational turns B,1.0
1905,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_3,Average Char Count A,103.5
1906,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_3,Average Char Count B,441.0
1907,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_3,Average Word Count A,17.5
1908,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_3,Average Word Count B,88.0
1909,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_3,Average Sentence Count A,10.08
1910,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_3,Average Sentence Count B,11.44
1911,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_6,n Turns,2.0
1912,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_6,Request Count,4.0
1913,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_6,Parsed Request Count,4.0
1914,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_6,Violated Request Count,0.0
1915,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_6,Request Success Ratio,1.0
1916,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_6,Success,1.0
1917,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_6,Lose,0.0
1918,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_6,Aborted,0.0
1919,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_6,Text Fail,0.0
1920,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_6,JSON Fail,0.0
1921,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_6,Task Success Rate,1.0
1922,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_6,Main Score,100.0
1923,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_6,Summarisation Penatly,0.0
1924,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_6,Conversational turns A,2.0
1925,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_6,Conversational turns B,1.0
1926,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_6,Average Char Count A,125.0
1927,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_6,Average Char Count B,244.0
1928,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_6,Average Word Count A,21.5
1929,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_6,Average Word Count B,43.0
1930,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_6,Average Sentence Count A,9.75
1931,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_6,Average Sentence Count B,12.5
1932,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_8,n Turns,3.0
1933,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_8,Request Count,7.0
1934,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_8,Parsed Request Count,7.0
1935,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_8,Violated Request Count,0.0
1936,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_8,Request Success Ratio,1.0
1937,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_8,Success,1.0
1938,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_8,Lose,0.0
1939,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_8,Aborted,0.0
1940,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_8,Text Fail,0.0
1941,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_8,JSON Fail,0.0
1942,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_8,Task Success Rate,1.0
1943,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_8,Main Score,100.0
1944,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_8,Summarisation Penatly,0.0
1945,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_8,Conversational turns A,3.0
1946,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_8,Conversational turns B,2.0
1947,dialoguequest,mistral-large-instruct-t0.0--mistral-large-instruct-t0.0,1_no-reprompt_20db,episode_8,Average Char Count A,134.33
